type_election;sous_type_election;region;province;commune;circonscription;type_liste;parti;nom_parti_fr;nom_parti_ar;nom_fr;nom_ar;date_mandat;date_sortie;motif_sortie;votes_parti;taux_participation;total_votes
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;MDS;Mouvement Démocratique et Social;حزب الحركة الديمقراطية الاجتماعية;رشيدة حاميدي;رشيدة حاميدي;;;;450;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;vice président 2;PI;Parti de l'Istiqlal;حزب الاستقلال;سعيد الصدقي;سعيد الصدقي;;;;965;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سعيدة بن مح;سعيدة بن مح;;;;4221;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;secrétaire du conseil;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;عبد الحفيظ وخيام;عبد الحفيظ وخيام;;;;303;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الحميد اشهبار;عبد الحميد اشهبار;;;;4221;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد الرزاق هاشيمي;عبد الرزاق هاشيمي;;;;4221;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;vice président 3;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;عبد العالي فرحي;عبد العالي فرحي;;;;313;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبد القادر الحمداني;عبد القادر الحمداني;;;;4221;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;عتيقة افركنيس;عتيقة افركنيس;;;;303;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;MDS;Mouvement Démocratique et Social;حزب الحركة الديمقراطية الاجتماعية;عمر غسال;عمر غسال;;;;450;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;فاطمة بوشهدة;فاطمة بوشهدة;;;;965;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;فوزية برغة;فوزية برغة;;;;968;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;ليلى شابو;ليلى شابو;;;;313;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;vice président 5;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;محمد افردو;محمد افردو;;;;523;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;NEO;Parti des Néo-Démocrates;حزب الديمقراطيين الجدد;محمد لزهر;محمد لزهر;;;;251;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;vice président 6;PE2;Parti de l'Equité;حزب الإنصاف;محمد موكال;محمد موكال;;;;317;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;منير المقريني;منير المقريني;;;;4221;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;président;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;نبيل بن الخياط بنعمر;نبيل بن الخياط بنعمر;;;;4221;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Azrou (Mun.);1;conseiller;PJD;Parti de la Justice et du Développement;حزب العدالة والتنمية;نوال ولقاضي;نوال ولقاضي;;;;523;0,37;9366
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;اسماعيل الغاشي;اسماعيل الغاشي;;;;1211;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;صباح فاضلي;صباح فاضلي;;;;1211;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;10;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد الهادي المرسي;عبد الهادي المرسي;;;;1751;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;10;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;فاطمة هوسي;فاطمة هوسي;;;;1751;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;11;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;موحى عطيوى;موحى عطيوى;;;;1751;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;2;vice président 4;PI;Parti de l'Istiqlal;حزب الاستقلال;حياة بريقش;حياة بريقش;;;;468;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;2;secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;محسين بوتموشوت;محسين بوتموشوت;;;;468;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;3;vice secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حكيمة وتحرونت;حكيمة وتحرونت;;;;1211;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;3;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عيسى وعاصي;عيسى وعاصي;;;;1211;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;4;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد الماموني;محمد الماموني;;;;1211;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;5;vice président 2;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;وحيد ولامين;وحيد ولامين;;;;1211;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;6;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;غزلان زروال;غزلان زروال;;;;1751;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;6;vice président 1;MP;Mouvement Populaire;حزب الحركة الشعبية;واحماد زروال;واحماد زروال;;;;1751;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;7;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد كساني;محمد كساني;;;;1751;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;8;vice président 3;MDS;Mouvement Démocratique et Social;حزب الحركة الديمقراطية الاجتماعية;عبد الاله احوري;عبد الاله احوري;;;;126;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Ben Smim;9;président;MP;Mouvement Populaire;حزب الحركة الشعبية;عاشور لحسيني;عاشور لحسيني;;;;1751;0,74;3771
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;1;vice président 4;PI;Parti de l'Istiqlal;حزب الاستقلال;فاطمة ارزين;فاطمة ارزين;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;1;président;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد والطالب;محمد والطالب;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;10;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد جبار;محمد جبار;;;;1349;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;11;vice président 1;PI;Parti de l'Istiqlal;حزب الاستقلال;عزيز اجلام;عزيز اجلام;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;12;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;خالد احنوش;خالد احنوش;;;;397;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;13;conseiller;USFP;Union Socialiste des Forces Populaires;حزب الاتحاد الاشتراكي للقوات الشعبية;عيسى مامة;عيسى مامة;;;;125;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;2;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عائشة خجو;عائشة خجو;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;2;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;علي القجاوي;علي القجاوي;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;3;vice président 2;PI;Parti de l'Istiqlal;حزب الاستقلال;الحسين حسايني;الحسين حسايني;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;3;vice président 3;PI;Parti de l'Istiqlal;حزب الاستقلال;زينب بريلا;زينب بريلا;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;4;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;سعيد اجعواني;سعيد اجعواني;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;4;vice secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;فطومة اجداد;فطومة اجداد;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عائشة ليسير;عائشة ليسير;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;5;secrétaire du conseil;PI;Parti de l'Istiqlal;حزب الاستقلال;محمد بنعبي;محمد بنعبي;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;6;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;لحسن رامي;لحسن رامي;;;;2481;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;7;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد اوتيد;محمد اوتيد;;;;1349;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;8;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;علي بويجرى;علي بويجرى;;;;1349;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Dayat Aoua;9;conseiller;UC;Union Constitutionnelle;حزب الاتحاد الدستوري;لحسن احفور;لحسن احفور;;;;271;0,86;4810
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);1;vice président 4;MP;Mouvement Populaire;حزب الحركة الشعبية;اكرام الموساوي;اكرام الموساوي;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);1;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد امعان;محمد امعان;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);10;secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;سكينة الدرة;سكينة الدرة;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);10;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عادل بوشفر;عادل بوشفر;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);11;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;خالد العلمي;خالد العلمي;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);12;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد السلام لحرار;عبد السلام لحرار;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);13;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عبدالعالي البخوشي;عبدالعالي البخوشي;;;;1072;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);14;vice président 1;MP;Mouvement Populaire;حزب الحركة الشعبية;كريم جرادي;كريم جرادي;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);15;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;نزهة جبني;نزهة جبني;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);15;vice président 2;MP;Mouvement Populaire;حزب الحركة الشعبية;نورالدين معمو;نورالدين معمو;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);2;vice président 3;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد الرحمان اوكان;عبد الرحمان اوكان;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);2;vice secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;مليكة البهاني;مليكة البهاني;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);3;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;اسماعيل عديدي;اسماعيل عديدي;;;;1072;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);3;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حنان صواف;حنان صواف;;;;1072;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);4;conseiller;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;عبد السلام بولحبيب;عبد السلام بولحبيب;;;;168;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد اللطيف ابقلة;عبد اللطيف ابقلة;;;;1223;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);6;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد الخالق البطو;عبد الخالق البطو;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);7;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;نور الدين سعودي;نور الدين سعودي;;;;1072;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);8;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;جبريل تانانى;جبريل تانانى;;;;1223;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Ifrane (Mun.);9;président;MP;Mouvement Populaire;حزب الحركة الشعبية;هشام عفيفي;هشام عفيفي;;;;1972;0,66;4733
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;رشيدة البولماني;رشيدة البولماني;;;;1678;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;هيشام لعروسي;هيشام لعروسي;;;;1678;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;10;président;MP;Mouvement Populaire;حزب الحركة الشعبية;باخيي ناصيري;باخيي ناصيري;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;11;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد غانم;محمد غانم;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;12;vice président 2;MP;Mouvement Populaire;حزب الحركة الشعبية;الغازي اباراو;الغازي اباراو;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;12;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;منال غداني;منال غداني;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;13;vice président 4;MP;Mouvement Populaire;حزب الحركة الشعبية;الهام غوات;الهام غوات;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;13;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;وبناصر خرموشي;وبناصر خرموشي;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;2;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;سعدية كرامي;سعدية كرامي;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;2;vice président 3;MP;Mouvement Populaire;حزب الحركة الشعبية;مهدي حفصي;مهدي حفصي;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;3;secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;عماد كريم الامراني;عماد كريم الامراني;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;4;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد العزيز كريمي;عبد العزيز كريمي;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;سعيد بويخف;سعيد بويخف;;;;665;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;6;vice secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;سعيد عبوسي;سعيد عبوسي;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;7;vice président 1;MP;Mouvement Populaire;حزب الحركة الشعبية;اسماعيل زهراوي;اسماعيل زهراوي;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;8;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد وعقى;محمد وعقى;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;9;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;فاظمة وغانم;فاظمة وغانم;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Oued Ifrane;9;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد عرباوي;محمد عرباوي;;;;2713;0,75;5230
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;1;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;رشيد الحمدي العلوي;رشيد الحمدي العلوي;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;1;vice président 5;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;فاطمة شدني;فاطمة شدني;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;10;vice président 6;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد حدوني;محمد حدوني;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;11;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد شعوي;محمد شعوي;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;12;vice président 4;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد عبيد;محمد عبيد;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;13;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد العالي هجهوجي;عبد العالي هجهوجي;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;14;vice président 1;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;محمد عثماني;محمد عثماني;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;15;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;رشيد بوعزاوي;رشيد بوعزاوي;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;16;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;بديعة ابراهيمي;بديعة ابراهيمي;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;17;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;موحى معمو;موحى معمو;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;18;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;المصطفى عصيم;المصطفى عصيم;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;18;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;سناء بوزوين;سناء بوزوين;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;19;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;زايد بن زايد;زايد بن زايد;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;2;vice président 2;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;أمينة مالكي;أمينة مالكي;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;2;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;بوجمعة تنتيم;بوجمعة تنتيم;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;20;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;حدو وباعسين;حدو وباعسين;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;21;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;ادريس وحمو;ادريس وحمو;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;22;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;يطو بوعزاوي;يطو بوعزاوي;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;23;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد الله موعقى;عبد الله موعقى;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;3;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;جمال دادي;جمال دادي;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;4;président;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;المهدي عبيدي;المهدي عبيدي;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;4;vice secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;هجار محبوب;هجار محبوب;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;5;vice président 3;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ميمون بوخاري;ميمون بوخاري;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;6;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;عمر بوزيان;عمر بوزيان;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;7;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;اسعيد وجطيطي;اسعيد وجطيطي;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;8;secrétaire du conseil;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;سعيد عياش;سعيد عياش;;;;3706;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;9;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;فاتحة امحامدة;فاتحة امحامدة;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Sidi El Makhfi;9;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد ايت بولعلام;محمد ايت بولعلام;;;;3066;0,8;7074
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;1;vice président 2;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد العزيز عرارة;عبد العزيز عرارة;;;;1549;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;10;vice président 1;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;حفيض هنتاتي;حفيض هنتاتي;;;;773;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;11;secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;صباح الرحماني;صباح الرحماني;;;;1549;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;11;vice président 3;MP;Mouvement Populaire;حزب الحركة الشعبية;عبد العزيز صادقي;عبد العزيز صادقي;;;;1549;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;12;conseiller;RNI;Rassemblement National des Indépendants;حزب التجمع الوطني للأحرار;ادريس ازوكاغ;ادريس ازوكاغ;;;;773;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;13;vice secrétaire du conseil;MP;Mouvement Populaire;حزب الحركة الشعبية;محمد الحداوي;محمد الحداوي;;;;1549;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;13;président;MP;Mouvement Populaire;حزب الحركة الشعبية;مونة دياني;مونة دياني;;;;1549;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;2;conseiller;MP;Mouvement Populaire;حزب الحركة الشعبية;حدو واعلي ازورار;حدو واعلي ازورار;;;;1549;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;3;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;عبد العزيز بوكمة;عبد العزيز بوكمة;;;;1584;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;3;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;مريم فريسي;مريم فريسي;;;;1584;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;4;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;حسان لحلو;حسان لحلو;;;;1584;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;4;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;فاطمة نونو;فاطمة نونو;;;;1584;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;5;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;حسن اولاد عيس;حسن اولاد عيس;;;;1584;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;6;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;الحسين طعوش;الحسين طعوش;;;;1584;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;6;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;وفاء عصفار;وفاء عصفار;;;;1584;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;7;conseiller;PPS;Parti du Progrès et du Socialisme;حزب التقدم والاشتراكية;رضوان بنعدجو;رضوان بنعدجو;;;;149;0,68;4223
Communale;Communale;Fès - Meknès;Ifrane;Tigrigra;8;conseiller;PI;Parti de l'Istiqlal;حزب الاستقلال;رشيد موني اليوسفي;رشيد موني اليوسفي;;;;1584;0,68;4223
